编号,出题人,知识领域,问题,答案,难度,来源文件,答案出处（如有，贴截图）,测试人员,测试结果（通过/不通过）,AI知识回答原文,备注,Result,结果
19.0,高泽洲,,矿山电力负荷是怎么分级的,,,GB规范类文件,,向巍,通过,"根据提供的基础资料，矿山电力负荷应划分为一级负荷、二级负荷和三级负荷。具体划分规定如下：

-一级负荷包括井下有淹没危险环境的主排水泵、主通风机、矿井立井提升机等设备，以及其他符合国家标准规定的设备；
-二级负荷包括与矿物开采、运输、加工等直接相关的设备、矿井通信和安全监控装置的电源设备、大型露天矿的排水泵等设备，以及其他符合国家标准规定的设备；
-三级负荷则包括不属于一级和二级负荷的其他电力设备。

同时，矿山电力负荷分级应符合国家现行标准，并且主要从安全和经济两个方面来确定负荷的级别。对于中断供电可能导致人身伤害或造成重大经济损失的设备视为一级负荷，而对于可能造成较大经济损失但不危及人身安全的设备视为二级负荷。一级负荷主要维持矿山人员生命安全和生产装备安全，而二级负荷则是保证生产持续进行的设备。

此外，矿山的负荷特点和不同行业的特点可能会影响负荷的分类，因此在标准规定的基础上，不同行业的矿山可以进一步具体地对负荷进行分类。

希望以上信息能帮助您了解矿山电力负荷分级的基本规定。如果您有任何其他问题，欢迎继续提问。",,未通过,
20.0,高泽洲,,枢纽总体布置及水工建筑物设计需要哪些材料,,,GB规范类文件,,向巍,通过,"枢纽总体布置及水工建筑物设计需要的材料包括但不限于以下内容：
1.工程区地形图和测图项目：根据规定选用相应比例尺的地形图，确保准确了解工程区域地形地貌特征。
2.工程地质勘察报告和图纸：包括工程地质情况的详细描述和相关图纸，为设计提供必要的依据。
3.气象、水文资料和水利计算成果：了解当地气象水文条件，进行水利计算，确保水工建筑物设计满足工程要求。
4.流域规划和水资源利用资料：了解流域规划和水资源分布，合理利用水资源进行总体布置设计。
5.环境保护和水土保持资料：考虑环境保护和水土保持要求，确保工程建设符合相关法规标准。
6.水力机械、电气和金属结构资料：根据设计要求选择合适的水力机械设备、电气设备和金属结构材料。
7.施工条件资料：了解施工条件和工程施工的可行性，为后续施工提供必要支持。
8.上级主管部门的批复文件：遵循上级主管部门的相关规定和批复文件，确保设计方案符合法律法规和政策要求。

以上列出的材料是枢纽总体布置及水工建筑物设计过程中必需的基本资料，确保设计方案的科学性和可行性。",,未通过,
21.0,高泽洲,,监控室内人与视频拼接显示墙之间的距离要求,,,GB规范类文件,,向巍,通过,"根据提供的资料，监控室内人与视频拼接显示墙之间的距离要求如下：
1.工业电视控制台正面与墙的净距不应小于1.2m；
2.视频拼接显示屏(墙)的背面和侧面与墙的净距不应小于0.8m；
3.视频拼接显示屏(墙)与操作人员之间的距离不宜小于2.5m；
4.当视频拼接显示屏(墙)与操作人员之间的距离需要根据工程实际情况确定时，应能够满足操作人员观看舒适为基本出发点。

因此，在监控室内，人与视频拼接显示墙之间的距离应符合以上规定要求。",,未通过,
22.0,高泽洲,,电解法处理含铬废水时，PH值可以到8吗,,,GB规范类文件,,向巍,通过,根据提供的资料，电解法处理含铬废水时，pH值宜为4.0～6.5，保持微酸性对处理效果有利。高于8的pH值会削弱还原作用，影响除铬效果，并容易造成铁电极的钝化。因此，pH值到8可能会影响处理效果，建议控制在4.0～6.5范围内。,,未通过,
23.0,高泽洲,,电视差转台及转播台可接受的无源干扰是多少,,,GB规范类文件,,向巍,通过,根据提供的资料，电视差转台和转播台可接受的无源干扰限值为0.3dB。这是指在自身服务区和相邻台站服务区内，电视差转台和转播台在天线方向图可接受的场强变化最大值。为保证电视播出的信号质量和满足覆盖要求，无源干扰评估中的限值是非常重要的参考标准。,,未通过,
24.0,高泽洲,,六氟化硫气体的技术条件有哪些,,高·,GB规范类文件,,向巍,通过,"根据提供的资料，六氟化硫气体的技术条件包括以下几个指标要求：
1.六氟化硫(SF6)的质量分数≥99.9%
2.空气的质量分数≤0.04%
3.四氟化碳(CF4)的质量分数≤0.04%
4.水分的质量分数≤0.0005%
5.水分的露点≤-49.7℃
6.酸度（以HF计）的质量分数≤0.00002%
7.可水解氟化物（以HF计）≤0.0001%
8.矿物油的质量分数≤0.0004%
9.毒性要求无毒

此外，在六氟化硫气体的充注过程中，还有以下要求：
1.充注应设专人负责抽真空和充注
2.充气设备及管路应洁净、无水分、无油污，并且管路连接部分应无渗漏
3.气体充入前应进行真空处理，真空度和保持时间应符合产品技术文件要求
4.当气室已充有六氟化硫气体且含水量检验合格时，可直接补气
5.对柱式断路器进行充注时，应称重并且充入重量应符合技术文件要求
6.充注时应排除管路中的空气

最后，需要注意六氟化硫气体是无色、无味、无毒、不燃烧也不助燃的非金属化合物。在管理和使用过程中，应注意通风良好，密封检查防止泄漏，防晒防潮，避免高温环境下运输储存使用，以防止气瓶爆炸。",已具备表格转化的能力,未通过,
25.0,高泽洲,,小区里什么场景需要设置排水沟,,,GB规范类文件,,向巍,通过,小区里需要设置排水沟的场景包括室外广场、停车场、下沉式广场、道路坡度改变处、水景池周边、超高层建筑周边、采用管道敷设时覆土深度不能满足要求的区域、现场道路和材料堆放场地周边、室内生活废水含有大量悬浮物或沉淀物需经常冲洗等情况。此外，在排涝、排渍和改良盐碱地或防治土壤盐碱化任务要求的地区，宜采用明沟。保持排水系统畅通能有效预防水患和保护建筑物设施。,,未通过,
26.0,高泽洲,,每组混凝土试件强度代表值的确定有哪些规定,,,GB规范类文件,,向巍,通过,"根据现行国家标准《普通混凝土力学性能试验方法标准》GB/T50081的规定，确定每组混凝土试件强度代表值的规定如下：
1.取3个试件强度的算术平均值作为每组试件的强度代表值；
2.当一组试件中强度的最大值或最小值与中间值之差超过中间值的15%时，取中间值作为该组试件的强度代表值；
3.当一组试件中强度的最大值和最小值与中间值之差均超过中间值的15%时，该组试件的强度不应作为评定的依据。

此外，在混凝土强度评定过程中，还需要考虑混凝土的生产条件是否能够满足验收要求，以及相应的标准差计算方法等规定，以确保混凝土质量符合相关标准要求",,未通过,
27.0,高泽洲,,转炉煤气清洗水处理适用什么基本工艺,,,GB规范类文件,,向巍,通过,直冷系统中，转炉煤气清洗水处理通常采用混凝、沉淀处理，并调节pH值投加阻垢药剂的基本工艺。根据资料，适用的基本工艺包括斜板沉淀器或中速过滤器、辐射沉淀池或斜板沉淀器、粗颗粒分离机一辐射沉淀池或斜板沉淀器等。具体工艺选择应根据循环冷却水的水质情况以及经济技术比较确定。需要注意的是，直冷系统只需清洗，不需预膜。,问题加上“直冷系统中”,未通过,
28.0,高泽洲,,设置场所火灾危险等级分类有哪些,,,GB规范类文件,,向巍,通过,根据提供的资料，设置场所火灾危险等级分类包括轻危险级、中危险级(I级、Ⅱ级)、严重危险级(I级、Ⅱ级)和仓库危险级(I级、Ⅱ级、Ⅲ级)。具体的设置场所分类包括各种建筑类型和工业场所，根据不同的火灾危险等级进行分类管理，以确保火灾防范和安全生产。,,未通过,
29.0,高泽洲,,机械通风冷却塔塔体需要对哪些荷载进行计算,,,GB规范类文件,,向巍,通过,"根据提供的资料，机械通风冷却塔塔体需要对以下荷载进行计算：
1.结构和设备自重
2.顶板活荷载和检修荷载
3.风荷载
4.风机和电动机振动荷载
5.淋水装置支承于塔体结构上的荷载
6.降噪装置作用于塔体结构上的荷载
7.地震作用

根据规范要求，在计算时应考虑基本组合和偶然组合，分别包括风荷载和地震荷载。尤其在地震设计烈度7度及以上时，应计算地震荷载。对于采用旋转壳体结构的机械通风冷却塔，结构计算可按照相关规范的规定进行。",,未通过,
,,,,,,,,,,,,未通过,
,,,,,,,,,,,,未通过,
,,,,,,,,,,,,未通过,
,,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,鞠天琛,,,,,,,,,,,未通过,
,,,,,,,,,,,,未通过,
1.0,闻明帅,建筑电气,母线槽步线间隔多远应设置膨胀节,当母线槽直线敷设长度超过80cm时，每50-60cm宜设置膨胀节。,中,GB51348-2019,,朱紫威,通过,根据提供的基础资料，母线槽直线敷设长度超过80m时，每50m~60m宜设置膨胀节。膨胀节的设置是为了适应母线槽中导体随温度变化而发生的膨胀和收缩，保证母线槽正常运行。因此，根据规定，母线槽步线间隔多远应设置膨胀节需要根据具体的长度来确定，通常每50m~60m设置一个膨胀节是比较合适的做法。,,未通过,
2.0,闻明帅,建筑电气,电缆在电缆沟、隧道或共同沟内敷设时，电缆支架的长度有那些要求,电缆支架的长度，在电缆沟内不宜大于0.35m;在隧道内不宜大于0.50m。在盐雾地区或化学气体腐蚀地区，电缆支架应涂防腐漆、热镀锌或采用耐腐蚀刚性材料制作。,中,GB51348-2019,,朱紫威,通过,"根据提供的资料，电缆支架的长度在电缆沟内不宜超过0.35m，在隧道内不宜超过0.50m。在盐雾地区或化学气体腐蚀地区，电缆支架应采取防腐措施。因此，电缆支架的长度有以下要求：
- 在电缆沟内不宜大于0.35m；
- 在隧道内不宜大于0.50m。
",,未通过,
